"","Pertussis","Tetanus","Polio IgG","Measles"
"Pertussis",1,0.630198783346704,0.204167597698582,-0.352287666313329
"Tetanus",0.630198783346704,1,0.110564586883565,-0.142508521399108
"Polio IgG",0.204167597698582,0.110564586883565,1,0.0412069301665397
"Measles",-0.352287666313329,-0.142508521399108,0.0412069301665397,1
