"","Pertussis","Tetanus","Polio IgG","Measles"
"Pertussis",1,0.427040698086667,0.061305344036039,0.0255194260744869
"Tetanus",0.427040698086667,1,-0.00450750689603627,0.0889927340911754
"Polio IgG",0.061305344036039,-0.00450750689603627,1,-0.0545822902002962
"Measles",0.0255194260744869,0.0889927340911754,-0.0545822902002962,1
